pathway,pval,padj,log2err,ES,NES,size,leadingEdge
REACTOME_RHOV_GTPASE_CYCLE,7.79289247312751e-05,0.000455463328421862,0.538434096309916,0.609814472912926,1.74584231558272,37,EPHA2;IQGAP1;DST;PAK2;TPM3;PEAK1;TPM4;PIK3R1;SPTAN1;PARD6B;CDC42;NCK2;CEP97;GIT1;ARHGAP12;MAP3K11;DEPDC1B;WASL;USP9X;WDR6;CLTC;MYO9A;CCP110;RHOV
REACTOME_MITOTIC_PROPHASE,7.84241492646914e-05,0.000455463328421862,0.538434096309916,0.481370982453918,1.50997828911253,118,LMNA;SEH1L;TMPO;LPIN2;NUP188;CNEP1R1;NCAPG2;MAPK1;SMC4;NUP205;SMC2;SET;NUP98;NDC1;PHF8;VRK2;NUP107;NEK7;GORASP2;LMNB1;ARPP19;NUP62;VRK1;TPR;NUMA1;NUP54;POM121C;LEMD3;PPP2CB;NUP85;NUP133;NUP43;NUP58;NEK6;NUP155;NUP93;MASTL;LPIN1;RANBP2;MCPH1;NUP160;BLZF1;NUP153;CCNB2;H3-3A;PPP2R1A;NUP35;GOLGA2;H3-3B;NCAPD3;POM121;NUP214;RB1;USO1;NUP37;NUP50;CDK1;CCNB1;PLK1;PPP2R1B;CTDNEP1;SEC13;H2AX;LEMD2;RAB2A;NUP42;NCAPH2;BANF1;RAB1B;PPP2CA;NUP88
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,7.84006243724012e-05,0.000455463328421862,0.538434096309916,0.454426965172246,1.44870817413468,169,SDC4;SDC3;PROS1;TNFRSF10A;GRB7;ITGA3;LYN;CD58;FYN;CD47;TNFRSF10B;PIK3CA;SRC;CEACAM6;ATP1B3;PIK3R1;CAV1;PROC;SIRPA;SLC3A2;SHC1;MERTK;ITGAV;F11R;ITGAM;TNFRSF10D;TGFB1;SELL;NRAS;INPP5D;TREM1;SLC16A1;ITGB2;SPN;OLR1;GLG1;SELP;KRAS;SLC16A3;PTPN11;CD177;GRB2;DOK2;FCER1G;PIK3CB;SELPLG;ITGAX;SLC7A8;JAML;CXADR;MAG;PSG1;YES1;ATP1B1;CD84;PROCR;ITGA4;SOS1;ITGB3;PLCG1;CD74
REACTOME_NEPHRIN_FAMILY_INTERACTIONS,7.91727437667701e-05,0.000455914232114579,0.538434096309916,0.750923915564042,1.89305403686419,16,ACTN1;IQGAP1;FYN;PIK3CA;ACTN4;PIK3R1;KIRREL1;SPTAN1;CD2AP;NCK2;WASL;CASK;PIK3CB
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE,7.91125662746831e-05,0.000455914232114579,0.538434096309916,0.560968203377296,1.67326146095787,55,STAT1;FGF2;PIK3CA;GAB2;STAT3;PIK3R1;POLR2D;FGF9;CNTRL;STAT5A;FGF20;NRAS;FGF18;GAB1;GTF2F2;BAG4;NCBP2;CPSF6;KRAS;POLR2B;FGFR1OP2;GRB2;LRRFIP1;STAT5B;NCBP1;POLR2A;FRS2;BCR;GTF2F1;FGFR3;SOS1;PLCG1;ZMYM2;POLR2E;MYO18A;FGF1;POLR2C
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,8.16362561918797e-05,0.00046811676018888,0.538434096309916,0.576290844764562,1.70012008604385,49,TGIF1;STAT1;CDKN2B;SKIL;SMURF2;UBE2D1;MYC;MAPK1;SMAD3;SP1;SNW1;NEDD4L;SKI;EP300;RNF111;SERPINE1;NCOR2;NCOR1;CCNK;CCNT1;TRIM33;CCNT2;USP9X;CDK9;RBL1;UBE2D3;PPM1A;JUNB;UBC;E2F5;SMAD4;YBX1;E2F4;CDK8;FURIN;SMAD2;TFDP1;TFDP2
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION,8.41755304056152e-05,0.000480649352190046,0.538434096309916,0.495606332410439,1.54094331780395,99,MET;ITGA2;RAB27A;ATP6V1B2;DIAPH1;CTNNB1;SMARCA4;CDK2;MCM5;CDC25B;SYTL2;MCM2;SMARCC1;ACTL6A;MYO5A;AGO2;TCF7;SIRT1;BCL7A;PXN;SMARCC2;GXYLT2;LIG1;AGO4;MOV10;MITF;SERPINE1;SMARCB1;SS18;DPF2;MAPK14;BIRC7;CDKN1A;CREB1;AGO1;ATP6V1A;ACTB;SS18L1;BCL2A1;SIN3A;CDKN2A;TNRC6B;BCL7C;SMARCD1;CDH1;PXDN;ATP6V1C1;AGO3;ARID1B;TCF7L2;ATP6V1E1;ARID1A;ATP6V1G1;CCNB1;PLK1
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,8.62144999802278e-05,0.000490232240473345,0.538434096309916,0.663707280456364,1.82741981602124,27,TUBB6;TUBA1A;CCT8;TUBB3;TUBA1C;TCP1;TUBA1B;CCT6A;CCT4;CCT2;VBP1;PFDN1;TUBA4A;PFDN4;CCT5;CCT7;ACTB;CCT3;TUBB4B;TUBB2A
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING,9.23270871447591e-05,0.000522671062013001,0.538434096309916,0.698301903988813,1.85994408325215,22,PIK3CA;CSF2;GAB2;JAK1;JAK3;PIK3R1;SHC1;PIK3CD;INPP5D;IL2RA;CSF2RB;IL2RB;CSF2RA;GRB2;PIK3CB;JAK2
REACTOME_RND3_GTPASE_CYCLE,9.28232192992118e-05,0.000522671062013001,0.538434096309916,0.610509366175567,1.75407046028138,38,RND3;EPHA2;DST;TMOD3;ROCK1;PKP4;RASAL2;PICALM;SEMA4F;DSP;PIK3R1;SCRIB;PLEKHG5;CAV1;TNFAIP1;RBMX;DEPDC1B;LEMD3;VANGL2;PTPN13;WDR6;ARHGAP5;NISCH;KCTD13;CPD;KTN1;ARHGAP21;ANKRD26;ARHGAP35;FLOT2;DLG5;VANGL1;CKAP4
