gene,spearman_rho_RAIR_like,p_value,p_adj
AC009486.2,0.369241703978686,9.30313250321531e-18,4.0931314111841e-17
YBX1P10,0.369240177959726,9.30622338961564e-18,4.09381229905381e-17
DMC1,0.369100879712455,9.59266340993796e-18,4.21911771865386e-17
WBP4,0.369037649106526,9.72553087008983e-18,4.2768473451592e-17
SSX8P,0.369019097660561,9.76485573707924e-18,4.29342886261833e-17
SLC25A21,0.368993983466111,9.8183415143741e-18,4.31623014601073e-17
CHD8,0.368978388522082,9.85169908000199e-18,4.33017679861032e-17
SLC17A9,0.368965873402521,9.87854953673786e-18,4.34125919502168e-17
MTARC2,-0.368958262285856,9.89491393941492e-18,4.34773044818486e-17
LINC02718,0.368956148198385,9.89946409834517e-18,4.34900935198251e-17
GPNMB,0.368944192555901,9.92523504536011e-18,4.35960895534397e-17
PMS1,0.368890344831619,1.00421269159463e-17,4.41022282404622e-17
HMGN1P36,0.368857572296757,1.01139310365102e-17,4.44102192806604e-17
LRFN4,0.368854645812563,1.01203674336541e-17,4.4431126538416e-17
JAK2,0.36885241319163,1.01252804845913e-17,4.44453400851016e-17
CEP83,0.368765915509218,1.0317442600631e-17,4.52813505003868e-17
AP1S1,0.368747885755092,1.03579468939787e-17,4.54515962464317e-17
ZMYND15,0.368712376720103,1.04381768647916e-17,4.57960766648136e-17
SSBP4,0.368702872663886,1.04597540869963e-17,4.58831547728896e-17
SLC37A3,0.36865474673216,1.05696907918452e-17,4.63577410622495e-17
AC008738.2,-0.36860787922273,1.06778452420514e-17,4.68243549166237e-17
GBA3,-0.368527572550799,1.08657029974081e-17,4.76402706957433e-17
DESI1,0.368526666331229,1.08678413222873e-17,4.76417714286882e-17
NISCH,0.368519398523703,1.08850054970384e-17,4.770913017423e-17
NDST1,0.368512558596991,1.09011835196255e-17,4.77721450589108e-17
MEIS3P1,0.36850942858261,1.0908594621887e-17,4.77967262867813e-17
NPFFR1,0.368480381914325,1.0977606861654e-17,4.80911642629619e-17
ZNF286A,0.368438077057043,1.10788884321471e-17,4.85268485058015e-17
YES1,0.368434141550801,1.10883569932027e-17,4.85603033847938e-17
RGS19,0.36842575561904,1.11085595429503e-17,4.86407478435622e-17
OLAH,0.368392649570202,1.11886696381551e-17,4.89834379966501e-17
STX6,0.368293257897218,1.14326083296516e-17,5.00431301241483e-17
TRUB1,0.368234742728931,1.15786624645402e-17,5.06740802729572e-17
AC120036.4,0.36823340023987,1.15820347754587e-17,5.06804774750605e-17
TICRR,0.368232257560166,1.15849059298092e-17,5.06846799759392e-17
ACER3,0.368205743818573,1.16517226730845e-17,5.09686008618469e-17
DUSP7,0.368182123442462,1.17115671663377e-17,5.12219341556924e-17
IGSF11,0.368173608646192,1.17332142945712e-17,5.13081507381795e-17
CCL23,0.368095883289304,1.19326437239388e-17,5.21716346499426e-17
HNRNPA1P35,0.368058973988431,1.20285106552932e-17,5.25821149707166e-17
CALB2,0.368049054538849,1.20544040216506e-17,5.26866240036749e-17
MED21,0.368033815059312,1.20942914825391e-17,5.28522530256726e-17
FOXD2-AS1,0.367986282477584,1.22195381809228e-17,5.33907873146367e-17
MS4A6A,0.367983406290553,1.22271576443523e-17,5.34152805787365e-17
AGGF1,0.367965393679808,1.22749822491633e-17,5.36153761141621e-17
LINC01963,0.367947308765689,1.23231839654399e-17,5.38170526617151e-17
SNRNP25,-0.367919618048761,1.23973491144649e-17,5.41320300593078e-17
SCOC,0.367909648107668,1.24241593831106e-17,5.42401665234349e-17
AP006261.1,0.367901017097704,1.24474151801759e-17,5.43327521917635e-17
HEPH,0.367870941625318,1.25287870718285e-17,5.46789414062724e-17
MID2,0.367715289410508,1.2958354627665e-17,5.65443847431227e-17
EEF2K,0.367704946761096,1.29874061049267e-17,5.66618313058034e-17
AL512785.1,0.367673010849617,1.3077515924554e-17,5.70455825381875e-17
MEF2A,0.36765415672002,1.31310028852513e-17,5.72694808507358e-17
EIF2S1,0.367638744487152,1.31748854177382e-17,5.7451423736795e-17
ARHGAP5,0.367590889523735,1.3312062181302e-17,5.80400659798186e-17
AL021978.1,0.367553064328812,1.34214819495348e-17,5.85075152330913e-17
NECAB3,-0.367539371193471,1.34613108545237e-17,5.86714971618624e-17
TATDN1,0.36751485707577,1.35329051409919e-17,5.89738527632577e-17
MRPL46,0.367484622118998,1.36217234519736e-17,5.93511557633136e-17
LRP5,0.36746770950387,1.36716558752265e-17,5.9558933116482e-17
AMPD2,0.367425051546695,1.37983995626946e-17,6.01012063711062e-17
RN7SKP151,0.367293042119974,1.41979896506893e-17,6.18315339803292e-17
ZNF821,0.367274066734831,1.42563558198331e-17,6.2075524372438e-17
MGA,0.367267899940644,1.4275374966038e-17,6.21481366074385e-17
ZNF777,0.367252470588674,1.43230704017831e-17,6.2345547337988e-17
ZCCHC8,0.367204725919907,1.44716547669409e-17,6.29819711809475e-17
COPS2,0.367185289957567,1.45325740616743e-17,6.32367223687619e-17
CMTR1,0.367156608540821,1.46229330595462e-17,6.36194722548011e-17
AL513497.1,0.367105425758003,1.47855564975561e-17,6.43164433673618e-17
ANKRD65,0.367061737229623,1.49257749635278e-17,6.49157413809704e-17
PRODH,0.36694774369396,1.52978269789658e-17,6.65229767941062e-17
U62631.1,0.366936719481353,1.53342879775754e-17,6.66705987367915e-17
CHMP2B,0.36691718163083,1.53991167505032e-17,6.69414898269172e-17
CNGA3,0.366902969448047,1.54464436944605e-17,6.71362224216385e-17
AC008622.2,0.366878990335453,1.55266193717616e-17,6.74736411296442e-17
LAT2,0.366869725030171,1.55577080426276e-17,6.75976680653134e-17
ERCC5,0.366859539237258,1.55919559744803e-17,6.77353790008295e-17
AC092623.1,-0.366818707319172,1.57299922716294e-17,6.83238537739056e-17
SLC2A10,0.366814733495432,1.57434901931819e-17,6.83712869784454e-17
SLC26A1,0.366811209857795,1.57554684948916e-17,6.84121062850702e-17
AL031670.1,0.36680639272287,1.57718584369302e-17,6.84720649587577e-17
ORMDL2,0.366769589228401,1.58976344316984e-17,6.90068157315057e-17
CLEC4D,0.366713032932079,1.60928413589557e-17,6.98427208585831e-17
FBXO2,0.366626321017195,1.63967199258695e-17,7.11499088424039e-17
RHOT1P1,0.366565821709983,1.66120735325023e-17,7.20725977303165e-17
CCNI,0.366555786013384,1.66480647110188e-17,7.22169361446419e-17
AC015922.2,0.366537523317549,1.67137574317073e-17,7.24900473566823e-17
COL24A1,0.366536073507795,1.67189834530451e-17,7.25008590935874e-17
DPP8,0.366494289180471,1.68702930437387e-17,7.3145046302421e-17
HS6ST1,0.366491214338825,1.68814807377893e-17,7.31815914447786e-17
CUL9,0.366460652276408,1.69930771939683e-17,7.36533277201314e-17
WDR77,0.366441233403804,1.70643613575015e-17,7.39502122805236e-17
AL451165.2,-0.366420789583033,1.71397258486393e-17,7.4264679493794e-17
FAM13B,0.366399062266475,1.72201807725335e-17,7.4601096712759e-17
PHF14,0.366383408527188,1.72783757567264e-17,7.48409855197459e-17
UBE2QL1,0.366313161587428,1.75419198160861e-17,7.59701167414693e-17
PIP5K1C,0.366282870523077,1.76567787670645e-17,7.64550626142922e-17
YIPF3,0.366269173501201,1.77089583208231e-17,7.66673777342486e-17
RMND1,0.366268483205506,1.77115920514015e-17,7.66673777342486e-17
KLHL36,0.366169380913247,1.8093729689027e-17,7.83087410231899e-17
DCHS1,0.366157424724962,1.81403774357429e-17,7.84978224894805e-17
STAMBP,0.36608772831108,1.84146662635534e-17,7.96717398967572e-17
