gene,spearman_rho_RAIR_like,p_value,p_adj
NUS1,0.211854353137177,1.55784461014299e-06,3.28876928998432e-06
AQP1,0.211835251848166,1.56129833256498e-06,3.29579815133046e-06
AL355922.1,0.21182508848281,1.56313897044716e-06,3.29942104958076e-06
TFAP2A,0.211729209800416,1.58060575746362e-06,3.33602389580521e-06
PFN1P3,0.211708825567559,1.58434331126926e-06,3.34364632625734e-06
LINC01167,-0.211694606871309,1.58695539557628e-06,3.34889250780084e-06
AC105450.1,-0.211659968372152,1.59333604162393e-06,3.3620898767096e-06
AC005523.1,-0.211657705914881,1.59375365587821e-06,3.36270358541405e-06
ZNF602P,-0.211640919123739,1.59685551359806e-06,3.36898030332476e-06
DRAM2,0.211638648336883,1.59727555284982e-06,3.36959848217706e-06
AL157392.3,0.2116374150968,1.59750371604852e-06,3.36981181486306e-06
SETBP1,0.211601546869191,1.60415342139649e-06,3.38356978816503e-06
AC008443.5,0.211594701729044,1.60542547077056e-06,3.38598362388962e-06
LIX1,0.211570033318706,1.61001768689623e-06,3.39539904298055e-06
LINS1,0.211541283279134,1.61538561612912e-06,3.40644875216161e-06
AC006539.2,0.211536536548313,1.61627352785725e-06,3.4080502066726e-06
SNHG7,0.211530935702266,1.61732180981463e-06,3.40998953399116e-06
AC018529.1,0.211514205325614,1.62045703118463e-06,3.41632834280746e-06
FAM187B2P,0.211500610575702,1.62300893430931e-06,3.42143646121662e-06
AL133260.1,0.211493275157323,1.6243874825443e-06,3.42407043563017e-06
LINC02693,0.21145446692325,1.63169942274883e-06,3.43921008246606e-06
SPAG4,0.211437572328661,1.63489241368073e-06,3.44566630901756e-06
SYNE2,0.211413066772516,1.63953448065148e-06,3.45517531053954e-06
CPED1,0.211346972446645,1.65211773480738e-06,3.48141682820945e-06
PILRA,0.211328373784468,1.65567526119568e-06,3.48863626804961e-06
ELL2,0.211303024712409,1.66053581953576e-06,3.49859993240711e-06
PPP3CB-AS1,0.211283813188065,1.66422863915866e-06,3.50610188883508e-06
WARS2-AS1,0.211269096138274,1.66706285757063e-06,3.51179394535567e-06
RHOQ,0.211245632589167,1.67159104992592e-06,3.52105329868458e-06
PSMC1P1,0.211243528883757,1.67199761588086e-06,3.5216300427867e-06
TLE6,-0.21123184238995,1.67425789494406e-06,3.52611075198778e-06
WWOX,-0.211213998990287,1.67771462731285e-06,3.53311036869646e-06
AC138932.2,0.211213077060173,1.67789341492482e-06,3.53320637646232e-06
AC093512.2,0.211175058517522,1.68528217738169e-06,3.54848349239773e-06
AC231533.2,0.211161153143427,1.68799241435273e-06,3.55390799135809e-06
BTF3P7,0.211116084496237,1.69680528595758e-06,3.57217912819927e-06
CACNB2,-0.211113431737316,1.69732538674246e-06,3.57299049351088e-06
LRRC15,0.211102013791902,1.69956573714597e-06,3.57742269032963e-06
AC027682.6,-0.21108374366504,1.70315647089294e-06,3.58469638553567e-06
SFTPD,-0.211067757654673,1.7063042558699e-06,3.59103670987028e-06
TTLL10,0.211065281446541,1.70679234121597e-06,3.59177894828202e-06
CLPTM1L,0.211064025657224,1.70703992095231e-06,3.59201498835325e-06
GARS1-DT,0.211062632918477,1.7073145406095e-06,3.59230788484235e-06
AC011451.3,0.211043904337109,1.71101154927085e-06,3.59980110691295e-06
AL663070.1,0.211023459464313,1.71505610985616e-06,3.60802429772738e-06
FKBP1A,-0.210999458897741,1.71981577458164e-06,3.6177504549209e-06
APMAP,0.210981009847437,1.72348309339049e-06,3.62517742726796e-06
MICOS13,-0.210964326246289,1.72680592549399e-06,3.63187868535153e-06
ALOX12-AS1,-0.210959226080904,1.72782293745143e-06,3.63372958367055e-06
AC104819.3,0.210957166358053,1.72823382460114e-06,3.63430556773188e-06
AL592436.1,0.210955326688905,1.72860089313471e-06,3.63478932154508e-06
AL355312.2,0.210942535604009,1.73115515992155e-06,3.6398717320925e-06
CDC25A,-0.210928825801835,1.73389690168197e-06,3.64534748466481e-06
BTLA,0.210927815772566,1.73409905589158e-06,3.64548355972263e-06
AC092902.6,0.210922495028564,1.73516435910246e-06,3.64743401137585e-06
AC017100.1,0.210915744256836,1.73651688065054e-06,3.64998785864788e-06
AP000941.1,0.210874745838392,1.74475266212535e-06,3.66700809092283e-06
TRBV4-1,0.210844664183222,1.75081926897585e-06,3.6794669568098e-06
AC120057.4,0.21082416693918,1.75496454695656e-06,3.68788636398398e-06
RBM45,0.21079060260352,1.7617727733108e-06,3.7018999195851e-06
AC023483.1,0.210750255400506,1.76999033951609e-06,3.71887237592109e-06
AC027796.5,0.210722839320782,1.77559514886239e-06,3.73035299530523e-06
AC005020.1,0.210709252760343,1.77837901638579e-06,3.73590574076578e-06
PWWP3B,-0.210701856398459,1.77989627814433e-06,3.73879701251635e-06
RCAN3,0.210665507544543,1.78737078665255e-06,3.75416952745591e-06
ADGRE1,0.210664892140702,1.78749759224037e-06,3.75416952745591e-06
AL353795.2,-0.210661556976525,1.78818496157546e-06,3.75531583332678e-06
AC241585.2,0.210620149960974,1.79673996509382e-06,3.77298324208982e-06
RPS11,0.2106191053888,1.79695628788494e-06,3.77313880253589e-06
C11orf54,0.210563669967082,1.8084724018595e-06,3.79701907010647e-06
OR2C1,0.210559069485066,1.80943127346657e-06,3.79873161535213e-06
CXCL10,0.21051614478218,1.81840151018674e-06,3.81726166976999e-06
AL365295.1,0.210490467150532,1.82378787000351e-06,3.82826596816596e-06
AC007622.2,0.210470992763602,1.82788317292336e-06,3.83655871537942e-06
PCBP4,0.21043694431555,1.83506445573667e-06,3.85132682592538e-06
CYCSP24,0.210432702005387,1.83596110821677e-06,3.85290382567707e-06
GABARAPL1,0.210379878291708,1.84716111056526e-06,3.87610122766033e-06
GID4,0.210377409100632,1.84768624137555e-06,3.87689647514062e-06
CC2D2A,0.210339858760873,1.8556898394241e-06,3.89338200431573e-06
RBKS,0.210319913978976,1.85995442737546e-06,3.90202081149647e-06
COG3,0.210286090720873,1.86720797646641e-06,3.91692833402515e-06
AC073343.2,0.210267403715854,1.87122710172318e-06,3.92504903529251e-06
IL13RA2,0.210241103298251,1.87689773081966e-06,3.93663234029591e-06
RNU7-160P,0.21023890052567,1.87737341665488e-06,3.93731872629564e-06
LINC02204,0.210227655294699,1.87980360965971e-06,3.94210376708305e-06
TMEM132E,0.210209879193874,1.88365132874882e-06,3.94986048588072e-06
AP001273.1,0.210166718640043,1.89302505177469e-06,3.9692026340507e-06
AC015802.5,-0.210126832288287,1.90172738925072e-06,3.98713410743475e-06
PLCB4,0.210103184231467,1.90690496379326e-06,3.99767336359598e-06
MTND4LP1,-0.210099132525297,1.90779340997911e-06,3.99921985088557e-06
SLC25A33,-0.210095688375414,1.90854894477483e-06,4.0004874997311e-06
RN7SL473P,0.210079915716856,1.91201261776442e-06,4.00743099706217e-06
RBBP4P2,0.210077193628268,1.91261099684502e-06,4.00836843662093e-06
AC123595.2,0.210060808260405,1.91621667735416e-06,4.0156078040367e-06
UNC13B,0.210055994964155,1.91727710344518e-06,4.01751263496223e-06
AC090061.1,-0.210037832675838,1.92128353483509e-06,4.02558981398386e-06
C1orf109,0.210021845585689,1.92481677279348e-06,4.0326743318158e-06
AC008946.1,0.210013339456619,1.92669921154736e-06,4.03629942232705e-06
PLA2R1,-0.210002484332575,1.929104053018e-06,4.04101825083751e-06
AC011472.5,0.209993880376224,1.9310122136511e-06,4.04469598699535e-06
AC244453.2,-0.209977877652939,1.93456606078851e-06,4.05181992329065e-06
LENG8,0.209972550050036,1.93575059168092e-06,4.05398075121808e-06
CTNNBIP1,0.209966400366745,1.93711876641191e-06,4.05652580704525e-06
RGMB,0.209917725153776,1.94798070088361e-06,4.07894980041353e-06
OLFM3,-0.20988723244134,1.9548148811236e-06,4.09293705396516e-06
DARS-AS1,-0.209864538036924,1.95991616528116e-06,4.10329409631004e-06
DUXAP1,0.209862823424735,1.96030209614149e-06,4.10377818658742e-06
UBAC1,0.209830040686445,1.96769496356512e-06,4.11892965621278e-06
NPM1P26,0.209812715303087,1.97161280572333e-06,4.12680511990982e-06
RBPMS2,-0.20980240881231,1.97394698724558e-06,4.13136482433931e-06
AC093732.1,0.209792860722722,1.97611177004389e-06,4.13556929484688e-06
PRR3,0.20978945720659,1.97688397903318e-06,4.13685897979128e-06
IFT74-AS1,-0.209762506459621,1.98300893043362e-06,4.14934881191782e-06
AC099332.1,0.209753620528487,1.98503236940138e-06,4.15325513730407e-06
HOXB4,0.209749886289081,1.98588329296208e-06,4.1547078025958e-06
AC020907.4,0.20974057296009,1.98800704975293e-06,4.15882294966453e-06
NCKAP5L,0.209721065274229,1.99246251987712e-06,4.16781490436562e-06
ZNF534,0.209716002599733,1.99362037469252e-06,4.16990806332549e-06
CNST,0.209683980820442,2.00095883161268e-06,4.18492738053757e-06
B3GNT10,0.209665070769462,2.0053046056766e-06,4.19368574347031e-06
NDUFA12,-0.209649878031281,2.00880264038291e-06,4.20066999123351e-06
STX19,0.209610730703916,2.01784302222449e-06,4.21924199964739e-06
RNU7-47P,0.209607463941353,2.018599182058e-06,4.22049041564361e-06
TRAV29DV5,0.209584855881757,2.02383972832651e-06,4.23111385825891e-06
RNF165,0.209580284561699,2.02490094239598e-06,4.23299884923916e-06
P2RX5,0.209534413812244,2.03557920289104e-06,4.25498612575947e-06
MMUT,0.209529213790944,2.03679311451453e-06,4.25718809830687e-06
COX17P1,-0.20947361974811,2.04981458918508e-06,4.2840672701484e-06
S100A12,0.209427112651441,2.0607688864296e-06,4.30662219187201e-06
AC004771.4,0.209423425544744,2.06163974311378e-06,4.308102711977e-06
TRIM68,0.209402358156678,2.06662240726853e-06,4.31817455495904e-06
AL591895.1,0.209388516491401,2.06990238544713e-06,4.3246873563619e-06
AC018557.3,-0.209374668713194,2.0731888003087e-06,4.33121257911228e-06
AC005725.1,0.20936824294123,2.07471548915684e-06,4.33406072337173e-06
NBPF3,0.209291291146769,2.09308219181344e-06,4.37208427593065e-06
C9orf85,0.209256116821064,2.10152928615483e-06,4.38938313736558e-06
AL121895.2,0.209248733619305,2.10330649835383e-06,4.39274924614862e-06
ARL4A,0.209238781020959,2.10570446834041e-06,4.39741117361028e-06
OR1L8,0.209217743893536,2.11078175271292e-06,4.40766722604605e-06
RPL11,0.209153151339979,2.12644444415559e-06,4.44002403382172e-06
USP19,0.20915072873747,2.12703404756018e-06,4.44090556045505e-06
ARHGAP8,0.209104365549173,2.13834794730652e-06,4.46417579491993e-06
AL450998.2,0.208988013184102,2.16699546869564e-06,4.52362648954282e-06
NELFE,0.208978910313392,2.16925215120276e-06,4.52798100116497e-06
AC107027.3,0.208927067035604,2.18214752341711e-06,4.55453971249999e-06
AC021087.2,0.208920971821818,2.18366844533573e-06,4.55711993653281e-06
AC090589.3,0.208920735864632,2.18372734348445e-06,4.55711993653281e-06
MSTO2P,0.208891497742335,2.19103736313992e-06,4.5720151899504e-06
KCNK15-AS1,0.208879593106896,2.19402042795974e-06,4.57787979800677e-06
MMP24OS,0.208825364314011,2.2076583563541e-06,4.60597338057645e-06
SLC31A2,0.208793720749107,2.21565381455657e-06,4.62229123750905e-06
SIK3,0.208778775802058,2.21943962342718e-06,4.62982505906176e-06
PIGY-DT,-0.20876228977211,2.22362299875647e-06,4.63818696744625e-06
GGA2,0.208751651562672,2.22632647996762e-06,4.64346093785353e-06
RPL10AP2,0.208713049135323,2.23616294139519e-06,4.66361020390351e-06
AC032044.1,0.208711295755214,2.23661071464926e-06,4.66417734408697e-06
AL356481.3,0.208705621336906,2.23806042006998e-06,4.6668336375109e-06
GABRG1,-0.208697814751898,2.24005632358215e-06,4.670628363413e-06
OR7E158P,-0.208692077017656,2.24152437204422e-06,4.6733219753867e-06
SPRY3,0.208681039987242,2.24435088129381e-06,4.67884717676828e-06
LINC02037,-0.208662078458019,2.24921476996326e-06,4.6886185452295e-06
SRSF2,0.208660244906478,2.24968563546637e-06,4.68923158623141e-06
RGS10,0.208656145117617,2.25073882386121e-06,4.69105822595604e-06
TCAF1,0.20864264417013,2.2542103990157e-06,4.69792465778523e-06
AC078880.3,-0.208618992997047,2.26030431903562e-06,4.71025472281711e-06
AP001001.1,0.208606568328645,2.26351195316988e-06,4.71656858364369e-06
EPYC,0.208602426171057,2.26458228808841e-06,4.71842822824862e-06
SLC39A8,0.208597266959488,2.26591610771831e-06,4.72083652790888e-06
RNY3P8,-0.208596454247255,2.26612628813479e-06,4.7209036298644e-06
RGMB-AS1,-0.208582081103731,2.26984649889885e-06,4.72828241163743e-06
CGNL1,-0.208545078110295,2.27945093097078e-06,4.74791640321405e-06
ZBTB11-AS1,0.208519091436431,2.28621922909684e-06,4.7616403322097e-06
ISM1,-0.208491967209143,2.29330432535011e-06,4.77602186811942e-06
KLHDC10,0.208481531382952,2.29603585400366e-06,4.78133514392378e-06
AF228730.5,-0.208471461899623,2.2986744464834e-06,4.78645406762058e-06
RHOQP2,0.208466863275048,2.29988042857579e-06,4.78858934445851e-06
DLEC1,0.208454823568938,2.30304069210912e-06,4.79479298319491e-06
RPL21P134,0.208433946470881,2.30853051068684e-06,4.80584526184892e-06
LINC00342,0.208415059289239,2.31350785448505e-06,4.81582903147379e-06
ARHGAP20,0.208384347751545,2.32162321459949e-06,4.8323428586367e-06
AL021154.1,-0.208336883766182,2.33421894563358e-06,4.85817903113977e-06
GATD1,0.208327789300669,2.33663984116426e-06,4.86283606046785e-06
FAM98A,0.208305985878091,2.34245358181111e-06,4.87455273484909e-06
GAB3,0.208298811247584,2.3443696763324e-06,4.87815736071489e-06
AC104335.1,0.208292217961777,2.34613183672453e-06,4.8814411405565e-06
RNASE4,0.208281414153345,2.34902206751375e-06,4.88707132257802e-06
MTCO2P16,0.20827760463172,2.3500420018548e-06,4.88880982991142e-06
FO393414.3,0.20826789323792,2.35264397978903e-06,4.89383894352916e-06
TPT1P5,0.208259955345563,2.35477283079313e-06,4.89788317334105e-06
AC000078.1,0.208197823796516,2.37149961394937e-06,4.93208219351596e-06
MTCO1P22,-0.20819750147428,2.37158668394391e-06,4.93208219351596e-06
AL354707.1,-0.208183636629142,2.3753349395995e-06,4.93927914966182e-06
PCF11,0.208183323181309,2.37541974335504e-06,4.93927914966182e-06
SLC10A7,0.20815495077819,2.38310795263984e-06,4.95487706158679e-06
DHDDS,0.208140508339821,2.38703063337996e-06,4.96264398315204e-06
STRAP,0.208128390478799,2.39032670816655e-06,4.96910707373243e-06
TBC1D19,0.208109154272007,2.39556793123004e-06,4.97961248678067e-06
FBXL18,0.208106616142355,2.39626030760705e-06,4.98066141040468e-06
TRA2A,0.208031211693325,2.41691748143565e-06,5.02320403608572e-06
FAM66D,0.20795333693231,2.43843026655484e-06,5.06751811741097e-06
LINC01422,0.207924458735568,2.44645431150697e-06,5.08379530489885e-06
SSR2,0.207916785467367,2.44859063831284e-06,5.08783607017753e-06
AC009084.2,0.207849828739407,2.46730808737015e-06,5.12632680548136e-06
SCARB1,-0.207837920803164,2.47065120767643e-06,5.13287076557212e-06
STX5,0.207801525494164,2.48089598695058e-06,5.15375103374197e-06
CTH,-0.207733292683303,2.50021224935415e-06,5.19347142728021e-06
SRD5A3-AS1,0.207723639742122,2.50295652836664e-06,5.19876476951324e-06
LINC00629,-0.207708607329186,2.50723590322265e-06,5.20724550335765e-06
AC098583.1,0.207707002246195,2.50769324617625e-06,5.2077876026048e-06
AC074132.1,0.207705790665517,2.50803851976195e-06,5.20809689801202e-06
BICDL1,0.207704155508719,2.50850457527233e-06,5.2086569364911e-06
ADAMDEC1,0.20768032373398,2.51530656746539e-06,5.22237179152996e-06
COPS7A,0.207672382145047,2.51757715002062e-06,5.22667695714541e-06
AL353763.1,0.207655893469466,2.52229769922374e-06,5.23606736340656e-06
RPS6KL1,-0.207654918074208,2.52257721071001e-06,5.23623781917942e-06
TPRKB,0.207651044607566,2.52368749276047e-06,5.23813258473899e-06
TBX15,0.207632847846852,2.52890963482252e-06,5.24856090863799e-06
AL035661.1,-0.207623743740834,2.53152622876859e-06,5.25358040559502e-06
YWHAQP6,0.207617412190175,2.5333474951233e-06,5.25694873313313e-06
HAUS8,0.207603366989345,2.53739206495979e-06,5.26492974930564e-06
CEP57L1,0.20758331458534,2.54317722873277e-06,5.27652085798712e-06
AGAP4,0.207573229054568,2.54609169596681e-06,5.28215456962425e-06
AP003059.2,0.207530909955284,2.55835574318455e-06,5.30718264203592e-06
ABCB4,0.207526809307847,2.55954710789845e-06,5.30923886331829e-06
AL031432.2,0.207517116811258,2.5623651883968e-06,5.3146687768718e-06
INTS4P2,0.207471425995712,2.57568977022412e-06,5.34188794722166e-06
AC005005.2,-0.207393300534217,2.59862686051561e-06,5.38903729982309e-06
MSS51,0.207379918803675,2.60257519933024e-06,5.39680345039352e-06
TGFBR2,0.207363127617109,2.607537634667e-06,5.40667109334611e-06
TRBV27,0.207321317232034,2.61993356985755e-06,5.43194918508999e-06
ZNF425,0.207302824470732,2.62543426851879e-06,5.44292844132312e-06
RNU6-304P,-0.207292365947966,2.62855006184795e-06,5.44896209288673e-06
ZNF728,0.207268206890513,2.63576103859951e-06,5.46348341876148e-06
H3P6,0.207233430033223,2.64617445276327e-06,5.48464006360357e-06
SLAMF7,0.207222295379126,2.64951687165855e-06,5.49113872471402e-06
TRAV41,0.207206007874142,2.65441335941116e-06,5.50085693529223e-06
AF131215.6,0.207190563776875,2.65906429173402e-06,5.5100647920113e-06
RHOF,0.207187291450837,2.66005074114841e-06,5.51167832836298e-06
AC005076.1,-0.207156139693693,2.66945905262732e-06,5.53074051628465e-06
PDZK1,0.207143146491043,2.67339260287258e-06,5.53845768383303e-06
INHA,-0.207140821724,2.67409698539652e-06,5.53948431352034e-06
PPP1R26P1,0.207137779948808,2.67501888282411e-06,5.54096133732565e-06
TMEM203,0.207134843919174,2.67590901944961e-06,5.54237234714769e-06
AL603756.1,0.207124514589686,2.67904288752754e-06,5.54843001519015e-06
RNU6-282P,0.207110804778015,2.68320780156632e-06,5.55662191774129e-06
AL590093.1,-0.207107838128398,2.68410985729393e-06,5.55805605578288e-06
GMNN,0.207104938920249,2.68499168674305e-06,5.55944809012148e-06
AC068989.1,0.207103421917809,2.68545321196658e-06,5.55996970813499e-06
LRP6,0.207076478163802,2.69366310266161e-06,5.57653222986045e-06
RPS4XP8,0.207075779450887,2.69387632295946e-06,5.57653842225868e-06
AL731571.1,0.207070767071071,2.69540638194973e-06,5.57927036188829e-06
SLAMF6,0.207004913387416,2.71558600083931e-06,5.6206019240218e-06
LILRA1,0.206993496009582,2.71909931193691e-06,5.62743452823894e-06
UBE2Q2P2,0.20699234895468,2.71945251952169e-06,5.62772644194355e-06
VPS13B-DT,-0.206989013868287,2.720479727436e-06,5.62941300023148e-06
RPL35A,0.206981847253048,2.72268830386044e-06,5.63354367770686e-06
OLFM5P,0.20691050755814,2.7447672001508e-06,5.67878439678652e-06
COLEC11,-0.206897485100878,2.74881596109403e-06,5.68671753111684e-06
PLA2G2C,0.206873292807382,2.75635266437891e-06,5.70186467872689e-06
AC138207.6,0.206858002109789,2.76112641737616e-06,5.71129439701497e-06
ARC,0.2068290883474,2.77017491784456e-06,5.72956412247522e-06
THBS3,0.206783659732433,2.78444903487114e-06,5.75863832052019e-06
HMGB1P20,0.206781891657975,2.78500600143842e-06,5.75934117051186e-06
AL158152.1,0.206736511944497,2.79933773378448e-06,5.78852765250757e-06
SHMT1,0.206705023142959,2.80932390322379e-06,5.8087244412592e-06
MTX3,0.206674269911463,2.81910968880019e-06,5.82850378839546e-06
SLC25A45,-0.206663196288331,2.82264133301309e-06,5.83535063514187e-06
LINC02767,-0.206599451839361,2.84305342119217e-06,5.87709126017329e-06
PYDC1,0.206578896926566,2.84966551922209e-06,5.89030059712345e-06
AC133785.1,-0.206575257955456,2.85083763402682e-06,5.89226422628919e-06
YOD1,0.206564982891068,2.85414972873615e-06,5.89865023018738e-06
CYSTM1,-0.206537118149791,2.8631502697856e-06,5.91679059335719e-06
TMEM107,0.206496767689191,2.87623194282055e-06,5.94336126160769e-06
AC073370.1,0.206461383951541,2.88775043360524e-06,5.96669792816735e-06
RAB3A,-0.2064606150056,2.88800123829481e-06,5.96675137059024e-06
PRKCQ,-0.20645856511117,2.88866994776376e-06,5.96766814909512e-06
PUS1,0.206437693458787,2.8954870630988e-06,5.98128571262042e-06
AP002495.1,0.206432192704284,2.89728628468326e-06,5.98453636407943e-06
PLPP4,0.206416947670256,2.90227831790885e-06,5.99438095934363e-06
KHDRBS2,-0.206370752061508,2.91745550253045e-06,6.0252588492777e-06
USP46,0.2063462128523,2.92554850276225e-06,6.04150249780238e-06
MEGF11,0.20634538645643,2.92582142050495e-06,6.04159574967417e-06
UBE2D4,-0.206338329780416,2.92815288417305e-06,6.04593939484505e-06
MST1,0.206327474657131,2.93174279122416e-06,6.05240946999861e-06
NANOS3,0.206327474657131,2.93174279122416e-06,6.05240946999861e-06
KCTD7,0.206308010270718,2.93819042013809e-06,6.06524817778856e-06
AC011815.1,0.206304824497554,2.93924700667484e-06,6.06695713166733e-06
NCOA5,0.206301240519267,2.94043609547421e-06,6.06893929882889e-06
HS3ST2,0.206272766790385,2.94989944486681e-06,6.08799756278978e-06
POP7,0.206262054776906,2.95346715818752e-06,6.09488640408295e-06
AC007066.3,-0.20623785647905,2.96154177483028e-06,6.11107406605585e-06
BX284668.2,0.206223873131822,2.96621743457914e-06,6.12024608506893e-06
EEF1A1P3,0.206193669090449,2.97634097273824e-06,6.14065650173871e-06
RPS24P12,0.206175643312496,2.98239844054676e-06,6.15267545760953e-06
CNDP2,0.206142601837824,2.99353248474415e-06,6.17516468545947e-06
SUGP1,0.206123221017754,3.00008176186356e-06,6.188193531508e-06
DUS4L-BCAP29,-0.206109915908665,3.00458583159566e-06,6.19700208140164e-06
KCNS1,0.206080127118398,3.0146934493945e-06,6.21736576260602e-06
C8orf58,0.206064477707037,3.0200164649095e-06,6.22785949997586e-06
SAFB2,0.206044393259202,3.02686119380825e-06,6.24148942995628e-06
AC098591.3,0.206033948138599,3.03042672670733e-06,6.24835595434424e-06
AL445985.1,0.20602267294801,3.03428011983797e-06,6.2558148965352e-06
MIR4450,0.206006323577835,3.03987598295685e-06,6.26686487323489e-06
FYB2,-0.205968342100437,3.05291394503745e-06,6.29325422024116e-06
AL157786.1,0.205915647979439,3.07109093940153e-06,6.33023220596512e-06
AL137159.1,0.205905322541541,3.07466483772912e-06,6.33710640913774e-06
PMS2,0.205903658963893,3.07524101646277e-06,6.3378015074735e-06
AC003682.1,0.205860611270219,3.09018650934837e-06,6.3681080909707e-06
PSTK,0.205853254989159,3.09274743607945e-06,6.37289042876125e-06
FOCAD,0.205840149232314,3.09731494589201e-06,6.38180645135401e-06
COL26A1,0.205836436535952,3.09861003626993e-06,6.38397901530843e-06
TTC9,0.205813179279415,3.10673459678042e-06,6.40022071405697e-06
EMC6,0.205769177102846,3.12216184188451e-06,6.43150306886919e-06
ZSCAN21,0.205765472644286,3.12346397026542e-06,6.4336857645023e-06
LINC02777,-0.205752194918689,3.12813539913342e-06,6.44280764014389e-06
UBASH3A,0.205740847829657,3.13213287703786e-06,6.45054011617284e-06
AC012618.3,0.205727955850487,3.1366805343077e-06,6.4594043826602e-06
RNU6-529P,0.205689196088899,3.15039113799082e-06,6.48713517515483e-06
PLAAT2,0.205683174701767,3.15252623751563e-06,6.49102778672201e-06
FRMD4A,0.205680747307738,3.15338734874499e-06,6.49229686532208e-06
AL022324.1,0.205652353218838,3.16347679142575e-06,6.5122814924094e-06
AC018809.1,-0.20565204878237,3.16358513576067e-06,6.5122814924094e-06
MED10,0.205646900093736,3.16541801375293e-06,6.51554886574147e-06
AL121583.1,-0.205640107751774,3.16783756831992e-06,6.52002322604393e-06
TAF8,0.205632457655703,3.17056478810505e-06,6.52513007752925e-06
TRAV13-2,0.205592175005741,3.18496242406631e-06,6.55425238640674e-06
THAP6,0.205580888964228,3.18900742722226e-06,6.56206741249692e-06
SLC12A9,0.205566730845448,3.19408875211059e-06,6.57201351524088e-06
XPOT,0.205548225630016,3.20074191699278e-06,6.58519197162417e-06
GNAO1,0.205545486483997,3.20172784518905e-06,6.58670954098687e-06
H3P14,0.205501101993093,3.2177441347505e-06,6.61914547641657e-06
AC027801.1,-0.205432589428823,3.24261761959124e-06,6.66979489588069e-06
RIMBP3,0.205427866111577,3.24433917745838e-06,6.6728185641049e-06
XRRA1,0.205424123410359,3.24570394035375e-06,6.67510797967309e-06
C11orf21,0.205403900470246,3.2530876667813e-06,6.68977466850459e-06
RPL36A,0.20539713078087,3.25556297754637e-06,6.69434601103837e-06
C19orf47,0.205395895556661,3.25601482675628e-06,6.69475616576522e-06
AL096701.4,-0.205390388543289,3.25803004070449e-06,6.69838047277379e-06
SLC43A3,0.205349292693244,3.27310619105387e-06,6.72885490381268e-06
FTH1,0.205314910373025,3.2857706900007e-06,6.75436712050205e-06
DNAH17,0.205247433531231,3.31076167854151e-06,6.80521226540038e-06
RPL5P18,0.205228123079841,3.31794695554599e-06,6.81945304066425e-06
SPACA6P-AS,0.205204619956803,3.32671241369814e-06,6.83693914044758e-06
NEK9,0.205160422874586,3.34325565802969e-06,6.87040591763988e-06
DTNA,0.205150970185939,3.34680405485056e-06,6.87716510643472e-06
CLECL1,0.205105441215186,3.36394544407521e-06,6.91185258323307e-06
GALT,-0.205094360367714,3.36813000095363e-06,6.91991452291038e-06
Z99716.2,-0.204980392937526,3.41145834005199e-06,7.00839094859194e-06
ZNF582,0.204937837296467,3.42777345389986e-06,7.04136286208842e-06
AC008972.2,0.204927158979729,3.4318790326799e-06,7.04925067530331e-06
SLC2A6,0.204914640990309,3.43669791133972e-06,7.05860230710008e-06
AC104521.1,0.204904396303251,3.44064648082052e-06,7.06616510918589e-06
TAS2R5,0.20487891691862,3.45048571652855e-06,7.08582365229049e-06
SMG7-AS1,0.204831616612238,3.46882278492241e-06,7.12292871906268e-06
LINC00702,0.204816579183135,3.47467188650779e-06,7.13438706258268e-06
C17orf50,-0.204778047919048,3.48970243844089e-06,7.16469403112097e-06
CCDC68,0.204681050948386,3.52781539193441e-06,7.24238302658092e-06
ITGB3BP,0.204662070352891,3.53531983051217e-06,7.25722750535257e-06
AC007731.1,0.204643845758979,3.54253972465963e-06,7.27148562534406e-06
UPRT,0.204623168946316,3.55074816244859e-06,7.28777048569417e-06
AP005264.1,0.204615751826637,3.55369709524447e-06,7.29325873489011e-06
AC141002.1,0.204598523142953,3.56055599290151e-06,7.3067699417999e-06
AC135983.5,-0.204593159677856,3.56269381949471e-06,7.31059149500399e-06
AF129075.2,-0.20459179655835,3.56323734159098e-06,7.3111412223888e-06
TRBV12-3,0.204563252590272,3.57463701730769e-06,7.33396407464644e-06
SEMA3G,0.204558872036272,3.57638957280396e-06,7.33699225121405e-06
PPP2R3C,0.204537213143765,3.58506685763385e-06,7.35422499927271e-06
ARMCX5-GPRASP2,0.204490312803671,3.60392574467129e-06,7.39233949142828e-06
MIR27B,0.204453890378818,3.61863678299836e-06,7.42194071799385e-06
ATG13,0.204449719920355,3.62032489142617e-06,7.42482898329756e-06
AC010624.2,-0.20444455179362,3.62241787811734e-06,7.42854709199385e-06
RPS6KB2,0.204441660107975,3.62358945682737e-06,7.43037522663907e-06
AC008555.4,0.204430497913593,3.628115265647e-06,7.43908058564986e-06
TRIM74,-0.204420566889765,3.63214642735021e-06,7.44677045384849e-06
UBALD2,0.204411186460261,3.63595802557322e-06,7.45400901046102e-06
MBNL1-AS1,0.204396232572696,3.64204222260983e-06,7.46590510022784e-06
TARS3,0.204382213168108,3.64775504965217e-06,7.47703813052109e-06
ZNF77,0.20436349410773,3.65539631439127e-06,7.49212197771155e-06
SH3BGRL,0.204332545055748,3.66806352658416e-06,7.51750390992594e-06
RAB11FIP1P1,0.20431088070147,3.67695553555413e-06,7.53514543696762e-06
