gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
HDAC8,0.0286027467668029,1.4352940374317,0.673416741363909,0.501286564031401,0.553516521562542,-7.31750312439076
AC112694.2,-0.0353474112858029,0.648372140637326,-0.673077316186099,0.501502111105045,0.553731476822029,-7.317731496583
RPL24P8,-0.0645088616444496,2.27230390271708,-0.672990781629077,0.501557071525649,0.553769110480307,-7.31778970044692
SYPL1P2,-0.0324573055906778,0.569266997736701,-0.672821233067079,0.501664765668772,0.553845041934899,-7.31790371860292
AC118344.2,0.0387965289951123,1.01235160637089,0.672816767236106,0.501667602449288,0.553845041934899,-7.31790672140168
AC022107.1,0.0565692896526744,2.94616164445069,0.672232769219426,0.502038642646029,0.554231606243905,-7.31829922714775
PGD,0.053774050910385,7.10279410966054,0.671657199993654,0.502404470509971,0.554612384399996,-7.31868573557021
HCST,0.0756086402888287,1.53967444553649,0.671580825904675,0.502453024012811,0.554627241865015,-7.31873699779435
AC233266.2,0.117581572114503,2.2921409437901,0.671542257345675,0.502477544253878,0.554627241865015,-7.3187628827712
AC103563.3,-0.0778532056444474,0.436393550239996,-0.671537363136677,0.502480655828245,0.554627241865015,-7.31876616737408
CCDC121,0.0545394344373276,2.86607183531283,0.671503402802373,0.50250224695508,0.55462799495404,-7.31878895818618
MIR6813,0.0343068434765097,0.173784574678584,0.671435435561639,0.502545460300102,0.554635624756461,-7.31883456761542
RANBP10,-0.056221973394273,3.48627425327437,-0.671426757465488,0.502550977946978,0.554635624756461,-7.31884039072221
MIR658,-0.0251559103588855,0.125543365819794,-0.671374113700102,0.502584450231107,0.554649489383856,-7.31887571371395
AC243773.2,-0.0204061908702732,0.162675932573153,-0.671220579592938,0.502682078006427,0.554734151566272,-7.31897871649444
COA6,-0.0397565431399158,4.05147970172022,-0.671173230760274,0.502712187756093,0.554744300375161,-7.31901047708718
IGHV3-71,-0.0962032157635062,0.634425078574967,-0.671041644813911,0.502795870037134,0.554813563318151,-7.31909873042525
AC007160.1,-0.0191655165125538,0.182292072991468,-0.670730688545452,0.502993652570317,0.55500871997006,-7.31930721706766
AL139246.4,0.0476342491544665,0.440040890039946,0.670619787289219,0.503064200888273,0.555063474595995,-7.31938154966326
AC079907.1,0.0421861533180602,0.852244144911993,0.670291541502071,0.503273040770293,0.555270804403661,-7.31960148766904
HDAC10,-0.0188531801654465,0.40597172862721,-0.669969422194988,0.503478027571757,0.555473865963833,-7.31981721636746
CKM,0.0709737599113953,0.289229184992943,0.669862091452113,0.503546339397823,0.555526127053179,-7.31988907461285
RPL10P15,0.0629255800775852,1.78820779670262,0.669771776159477,0.503603825367829,0.555566440911085,-7.31994953207607
RNU6-1248P,-0.041679326964869,0.211566818539679,-0.669115620367092,0.504021575223725,0.55600417135426,-7.32038852181906
AC009220.3,0.0337461304228048,0.521728454999217,0.669041953513092,0.504068487635461,0.556032798395568,-7.32043778058845
RN7SL49P,0.0309043869881783,0.428374478939337,0.66900496464097,0.504092043705483,0.556035659985514,-7.32046251187641
MKKS,-0.0444793349595445,3.63777136516715,-0.668877850762959,0.504172999624261,0.556101833258478,-7.32054749164267
IGKV2-40,-0.0390148769866198,0.168577973692905,-0.668502860896307,0.504411862274117,0.556342164602213,-7.3207980908212
AP003170.3,0.055865706228436,0.830882013908572,0.668376350210393,0.504492461132077,0.556407925823852,-7.32088260411004
AL139421.1,-0.0458578287353666,1.09121373575484,-0.667989940828839,0.50473868147634,0.556656338967295,-7.32114063956027
RPS10P3,0.045361735425427,1.11950724403226,0.666958563910236,0.505396187470286,0.557358303281786,-7.3218286415936
NDUFA10,0.0353756638616858,3.92716313995949,0.666720055970821,0.505548301588594,0.557502878853373,-7.32198759259254
C5orf17,0.0639375013942069,0.341979831856852,0.666544596158625,0.505660220739828,0.557603118492816,-7.3221044896889
GMPPA,-0.0453611320555378,4.64561608306948,-0.6663506866836,0.505783923490008,0.557716343302958,-7.32223364289038
TEKT4P2,-0.0686377427927742,2.01863959195316,-0.665985306491315,0.506017057922028,0.557950221492278,-7.32247690221945
SCARNA20,-0.0428367521107106,0.467127084973819,-0.665906288524223,0.506067483593108,0.557982628223077,-7.32252949255895
GK,0.0357654255331892,1.85430161078642,0.665736222335665,0.506176021116279,0.558079102877527,-7.32264265886863
IFITM9P,0.021114230071941,0.235116472496646,0.665620366153185,0.506249968457972,0.558137434053041,-7.32271973598386
TRAJ33,-0.0289757326023752,0.097851174395503,-0.665287656195996,0.50646235848446,0.558348386233273,-7.32294100784639
ZNRD1ASP,0.036815206905459,1.08348555293697,0.665169217776851,0.506537976668762,0.558408543309599,-7.3230197498137
SNORD127,0.0429037571993206,0.368951755861216,0.664061594908719,0.507245438402026,0.559142339924228,-7.32375545962512
RNY4P37,-0.0438787066728433,0.426525481926928,-0.664061077538621,0.507245768978988,0.559142339924228,-7.32375580298932
PI4KAP1,0.0747074561643377,1.83855339230431,0.66372688958045,0.507459324309817,0.559347635388628,-7.32397753856577
RNU6-314P,0.0197992000347714,0.0812294829495613,0.663703639427988,0.507474183565661,0.559347635388628,-7.32399296103319
LINC02587,-0.0200013251838546,0.258423631263923,-0.663604011027859,0.5075378590356,0.559394575509134,-7.32405904120243
SNED1,-0.0738544787205351,3.05707666158372,-0.663513722804485,0.507595568565474,0.559434936503563,-7.32411891780703
NDUFAF2,0.0344641162601218,2.91552944743722,0.663371049548184,0.507686768103774,0.559512202863463,-7.32421351813674
AC138230.1,0.0274619823315881,0.647509565859583,0.663313518901196,0.507723545267002,0.559529487401433,-7.32425165842986
PRXL2A,0.0461972736777883,5.62848086240696,0.663259489909338,0.507758085235474,0.559544305137143,-7.32428747427774
NRG2,-0.029961238002095,0.429488680599405,-0.662836288018951,0.508028675111049,0.559819235460107,-7.32456791446072
HAMP,-0.0456732277064734,0.699634046944306,-0.662775735282995,0.50806739797815,0.559838649057799,-7.32460802592324
AL022345.3,-0.0298026679693256,0.340310419539335,-0.662601123410798,0.508179069239253,0.559938439421801,-7.32472367221412
LINC02549,0.0228094078938962,0.161988681196179,0.661848515341609,0.508660540299619,0.560445669449126,-7.32522178066814
RPL12P32,0.0205898789699877,0.276153512218603,0.661066264486653,0.509161229737588,0.560974031401365,-7.32573891006243
AL139124.1,-0.0336495044447713,0.569838571748515,-0.66080706288797,0.509327192219195,0.561133575645071,-7.32591012828661
IGKV1-8,0.152783938005538,1.33933725754048,0.660554031618571,0.50948923142314,0.561288784480863,-7.32607720608913
AL031686.1,-0.017173172834132,0.263665499831563,-0.659462870027885,0.51018831344509,0.562035599586547,-7.32679697503654
CLPSL2,0.0564345884939737,0.831253415662589,0.659136759819641,0.510397342629496,0.562242521203904,-7.32701185873349
TIMM8B,-0.0393972604206274,6.07430495885814,-0.658945724337332,0.510519812922612,0.562354078218728,-7.32713768848178
RNU6-1203P,0.0199184358366002,0.09222785799024,0.658482882972138,0.510816598396047,0.562657631801908,-7.327442398465
AC012615.1,-0.0432487365823415,1.45320440535951,-0.658443391016768,0.510841925825286,0.56266216519709,-7.32746838797469
MEOX2,-0.0778388896996045,2.09919948857091,-0.658358050344524,0.510896659728514,0.56269908636267,-7.32752454504964
POLR2G,0.0392253417462189,6.25764178787808,0.657889589587519,0.511197165562983,0.563006685228304,-7.32783267900779
NDUFAB1,0.0439357598931727,6.60141128701704,0.657738522148488,0.511294091335708,0.563090055084738,-7.32793199826015
CCL4L2,0.104954816886671,2.09929770724226,0.657636656101411,0.511359454649898,0.563138659610711,-7.3279989572367
SETP12,0.0196193411977685,0.349087740002698,0.657523646109659,0.511431973716687,0.563195140103323,-7.32807322929925
GDF7,-0.0308597554767152,0.410930643117798,-0.657264849649785,0.511598065020571,0.56335465452014,-7.32824326675168
MIR4530,-0.0687245911647033,0.826171164310753,-0.657144113936842,0.511675560898925,0.563416601428182,-7.32832257110856
AC005514.1,-0.0302395760615187,0.304118020837872,-0.656702008688178,0.511959384826818,0.563705725869253,-7.32861284072813
AP000356.1,-0.0232433461791749,0.216520548988055,-0.656586598189912,0.512033489968284,0.563763919761693,-7.32868858285928
MIR3677,0.0895391144947082,2.31820731627178,0.656502925047192,0.512087220056475,0.563799676222059,-7.32874348795665
MFSD13B,-0.0296589106932959,0.65243106961417,-0.656026351272737,0.512393304770729,0.564113256509852,-7.32905607574585
GTF2H2,0.0422230399590073,0.997519512914968,0.655638897535904,0.512642221861886,0.56435104238776,-7.32931004239799
RNU4-53P,0.0283158235368767,0.227526241999033,0.655623927772112,0.512651840359476,0.56435104238776,-7.32931985171952
AC234778.1,0.0235419484449619,0.301754640638621,0.655496547665257,0.512733689516593,0.56441772204495,-7.32940331176937
PRELID1P4,0.0317130825639864,0.691072760859311,0.655392328083026,0.512800661778894,0.564468020348035,-7.32947158491196
HMGCL,-0.0391425844929083,5.47265369932011,-0.655226753786719,0.512907070454922,0.564561722514929,-7.32958002862798
CBWD6,0.0192711195968128,0.566497731132849,0.655148425102943,0.512957413529015,0.564593707521604,-7.32963132087719
WASL-DT,0.0581807157887968,3.88316208699992,0.654945572505632,0.51308780211136,0.564713426307096,-7.3297641271527
ABCA8,0.0903063611176029,2.1315595016023,0.654912967759248,0.513108761247592,0.564713426307096,-7.32978546944435
AL132838.1,0.0244110974069656,0.472172797156346,0.654625952309086,0.513293281219246,0.564893066324596,-7.32997329724264
AC007342.9,0.0369871837896781,0.343316193290159,0.654425641239003,0.513422080217269,0.565011371550086,-7.33010433559858
NDUFB6,-0.041837196274896,6.35167623581624,-0.653378483740721,0.514095672556167,0.565721951529588,-7.33078870850658
VWF,0.0964916025412821,6.14786659402815,0.653355544353594,0.514110433671577,0.565721951529588,-7.33080368838513
AC006254.1,-0.0238783076951256,0.37148055543057,-0.653261243105562,0.514171117290922,0.565765257280416,-7.33086526347934
RNU6-759P,0.041368734467269,0.398329514101764,0.653125247094998,0.514258638426538,0.565838088721683,-7.3309540480531
RUSC2,0.0501852611070639,4.41461698370909,0.652742300192682,0.51450512830497,0.566085819960082,-7.33120395476913
AC024937.1,0.0212536463650952,0.244182823446166,0.652619341193053,0.51458428592476,0.566149430462056,-7.33128416540575
AL356390.1,0.0185154394709726,0.209912648017362,0.652276759874584,0.514804863925599,0.566351342028229,-7.33150756424835
MMP23A,0.0458300419212886,0.495841312305404,0.652267993635865,0.514810508896353,0.566351342028229,-7.33151327921861
AC013731.1,0.0520755503748143,1.48459266056833,0.652234824114316,0.514831868518376,0.566351351732195,-7.33153490271761
CSP2,-0.0183171337881521,0.340602852797081,-0.652161212968479,0.514879272311158,0.566362007727925,-7.3315828865475
ALOX12B,0.0266145435733341,0.328433740649668,0.652153471794285,0.514884257572152,0.566362007727925,-7.33158793236076
AC024257.2,-0.0479204427821539,0.639247080029902,-0.651794904320925,0.515115200109051,0.566570073762917,-7.33182158658761
RNU6-761P,0.0318371758328097,0.211366102875789,0.651793460450611,0.515116130171917,0.566570073762917,-7.33182252720154
GTF2IRD2P1,0.0178720166357013,0.421374665883298,0.651259029250024,0.515460441981054,0.566925270917549,-7.33217054147355
AC080038.2,-0.0256954168648378,0.357115705346537,-0.650860091815711,0.515717539095941,0.567184520173263,-7.33243013859555
IGKV6-21,0.145675681944178,1.17746440463611,0.650660616787145,0.515846116816031,0.567302408568078,-7.33255988180694
AC006213.1,-0.0279343641991371,0.774629469130898,-0.65023897286263,0.51611795532315,0.567563488511368,-7.33283399840364
RNY4P34,-0.0284229924687183,0.104781016585342,-0.650226017612286,0.516126308899616,0.567563488511368,-7.33284241798815
RNU6-230P,-0.0208139335513656,0.102070165810531,-0.649599710451144,0.516530237363084,0.567976475222025,-7.33324925400476
AC092807.1,0.0296859023925498,0.348279285129232,0.649577303380853,0.516544691557571,0.567976475222025,-7.33326380192809
COA3,-0.0413249897398806,6.37389573411225,-0.649064746262387,0.516875385848961,0.568316538239567,-7.33359644609851
AL031719.2,-0.0341097042974009,0.927643360960725,-0.649030309708769,0.516897607759474,0.568317414549773,-7.33361878567643
AP005329.2,0.0252678258284126,0.626188818030209,0.648902527361303,0.516980070067904,0.568384521018826,-7.33370166993301
LINC00894,0.045460615225307,1.09634915643062,0.648638092149755,0.517150740896605,0.568548597190954,-7.33387314052248
AC103725.1,0.0221638474929272,0.152213442938835,0.648532870318754,0.517218660955654,0.568599701625002,-7.33394135127998
AL136018.1,-0.017901414297742,0.201345206481068,-0.647821255622891,0.517678125884996,0.569081225330518,-7.33440237073878
ZNF460-AS1,-0.0413509432007904,1.5867101612355,-0.647422078472603,0.517935953698091,0.569341059541485,-7.3346607567213
GALNT14,0.0615914221723322,1.38203712210356,0.647369095474572,0.517970180343956,0.569355088836557,-7.33469504049852
AC007566.1,0.0430335178406451,1.37589675733752,0.647265617730931,0.518037029635016,0.569404974437427,-7.33476198991159
EIF4HP2,-0.051968031810625,1.50905282361015,-0.647099577228466,0.518144305459297,0.569499289243943,-7.33486939472279
AC022432.1,-0.0465621199921879,0.706342577052695,-0.647029217551807,0.518189767083809,0.569525658241769,-7.33491489923516
SNRPCP5,-0.0285018733049715,0.225915553537,-0.646976324130363,0.518223944571258,0.569539623537339,-7.33494910435057
MIR4733,-0.0402584438484156,0.280471411756947,-0.646698199256828,0.518403676364475,0.569713548462695,-7.33512891627217
AC092681.1,-0.0308021827131325,0.41630170128698,-0.646600097936294,0.518467079813973,0.569759622137105,-7.33519232186912
AC117490.1,0.0367373715939615,0.201963454886445,0.646529324086584,0.518512823864505,0.569786286334556,-7.33523805901228
HSPE1,-0.046768573473444,4.36374642865767,-0.646289833657745,0.518667631940649,0.569932792247624,-7.33539279114125
ADGRF5P1,0.0478391460258701,0.684035981285577,0.646059833189686,0.518816328256774,0.570072570454379,-7.33554133812158
LRRC66,0.0349062141816611,0.398833359233373,0.645876554943079,0.518934834306606,0.570157612478902,-7.33565967158503
ST8SIA1,-0.0489998142134437,0.559785433336486,-0.645873650220832,0.518936712586826,0.570157612478902,-7.33566154674741
EMX2,0.0384877760001118,0.257457488492025,0.645403066415478,0.519241052767304,0.570468363390719,-7.33596522419552
LINC02714,-0.0706686718317945,0.678260798881518,-0.645215445559834,0.519362418447808,0.570578070480288,-7.3360862382924
AC022296.3,0.0283691588629528,0.305221481116681,0.644773438839593,0.519648396076028,0.570868605744749,-7.33637119080339
AC096996.2,0.0489027029069385,0.281724790662905,0.644641207608482,0.519733965345089,0.570938964042896,-7.33645639969463
RAD51-AS1,0.0658976631149733,3.71911013147214,0.643754354868444,0.520308053016117,0.571545942285304,-7.33702743125965
PDIA3,-0.0661399573846673,9.28390331671248,-0.643563967864622,0.520431339363189,0.571657696299969,-7.33714991651314
SMIM15-AS1,-0.0221890052856267,0.352639614769223,-0.643528985356637,0.520453994161298,0.57165890886636,-7.33717241854081
SMIM5,-0.0780200853568194,3.66782994419458,-0.643426237226287,0.520520537175927,0.571708325499095,-7.33723850284396
ARHGAP6,-0.0640476236854419,3.79509275113793,-0.643274880636302,0.520618568633883,0.571792321612387,-7.33733583139083
WHAMMP2,-0.0410288286640037,1.4305367454049,-0.64321349050929,0.520658332851815,0.571810870362191,-7.33737530127522
CFAP58,-0.0333898842607723,0.888490738084324,-0.643182247382479,0.520678570562028,0.571810870362191,-7.33739538714497
AP001062.1,0.027631444627046,1.11811545544587,0.643086142100035,0.520740825236534,0.571855563246711,-7.33745716609927
AL355480.4,-0.0288498819641048,0.138173408558832,-0.642592184347288,0.521060859947744,0.572183323852205,-7.33777454968802
AC097641.2,-0.0346960193919386,0.694982231135847,-0.64219458915645,0.521318535428497,0.572442582720384,-7.33802984067681
DCTN3,-0.045286588619625,5.55395113968101,-0.642119305159094,0.521367333285121,0.572472468032168,-7.33807816187234
ANKHD1,0.0184502897342164,0.558538954307825,0.641755957402401,0.521602882602898,0.572707399475329,-7.33831129801622
XBP1P1,0.0343158979382283,0.762188059942468,0.641389136257975,0.521840739480818,0.5729448450111,-7.33854652937411
AL137818.1,0.0201461399870337,0.124023533617735,0.641118016857494,0.522016576780096,0.573114180525178,-7.33872030392285
