gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
IGSF21,0.377260900575515,1.25041022225161,4.66272376238949,5.01643627132072e-06,1.11951866509384e-05,2.90192921920059
IGIP,0.346034362447209,4.79739020879984,4.66269628461013,5.0170539762364e-06,1.11956232669005e-05,2.90181097317746
DPAGT1,0.301003222922478,4.53165845988502,4.66222114103538,5.02774687432317e-06,1.12185408469294e-05,2.89976636533702
RBM28,0.248420527359311,2.65097609384705,4.66212684284754,5.02987162272929e-06,1.1222337847129e-05,2.89936060823487
GRIK3,0.427274340059059,0.787747564215197,4.66191723562857,5.0345976390251e-06,1.12319375082237e-05,2.89845871095793
EML4-AS1,0.195966416451598,0.413220163937983,4.6615718909059,5.04239346032046e-06,1.12483835613876e-05,2.89697283740593
UNC13A,0.166520814345182,0.284904088496565,4.66099528274117,5.05543574923819e-06,1.12765294890928e-05,2.89449214122945
AC004233.3,0.406175132307515,1.15601396685107,4.66026815969898,5.0719288581843e-06,1.13123673498862e-05,2.89136426583824
GNPTG,0.258272711327633,6.00873085943562,4.65994474418121,5.0792814343511e-06,1.13278139673447e-05,2.8899731570863
AC019254.1,0.140519782931648,0.372613466915127,4.65991137606886,5.0800406139249e-06,1.13285546300943e-05,2.88982963529769
ZNF137P,0.385575580418323,2.23813952222332,4.65969848859414,5.08488672855968e-06,1.13384083189117e-05,2.88891399135825
AC092111.2,0.112002865565161,0.260582962611751,4.65958680359898,5.08743087690894e-06,1.13431278003603e-05,2.88843364048989
HOXD8,0.367273844120261,1.36690042588633,4.65940452405572,5.09158578001369e-06,1.1351437586203e-05,2.88764968731954
MIR27B,0.763191748809485,1.76919008202899,4.65808770047691,5.12169886329467e-06,1.14176135849865e-05,2.88198702300456
BLOC1S1,-0.414479331847681,3.52030691837068,-4.65723238538336,5.14134999689832e-06,1.14604579846828e-05,2.87830968205459
PCBP1,0.476564532961614,2.82064217126825,4.65706825717565,5.14512918947243e-06,1.14679184001299e-05,2.87760409456697
LRRC15,0.848697434147203,1.08517971863992,4.65667109186647,5.15428533468598e-06,1.14864223920072e-05,2.87589676697109
ADCYAP1,0.19561826747751,0.211024872112489,4.65667058055977,5.15429713232533e-06,1.14864223920072e-05,2.87589456905359
LRRCC1,0.419456592605531,3.67738828985722,4.65555817463593,5.18002591314923e-06,1.15427895977988e-05,2.87111323175047
ALOX12-AS1,-0.233616141361164,1.28398667380925,-4.65472343236849,5.19941381261492e-06,1.15850189662682e-05,2.86752598022971
HLA-DRB9,0.388474880866134,0.863076937038625,4.65452025767144,5.2041433554956e-06,1.15940430474324e-05,2.86665293213363
ITK,0.438619076672514,0.847477421666904,4.65451189856098,5.20433802932135e-06,1.15940430474324e-05,2.86661701346084
RHOQP2,0.265173446452463,1.03173209405476,4.65406942276806,5.21465278596694e-06,1.16160463386429e-05,2.86471579520285
